Survived,Age,SibSp,Parch,Fare,FamilySize,Singleton,SmallFamily,LargeFamily,Cabin_No,Cabin_Yes,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Officer,Title_Royalty
0,-0.2682227954619393,0.4327933656785018,0.7676298785983874,-0.12491978668775715,0.6792945838081278,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
0,-0.1214574162614921,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0.9792829277418618,0.4327933656785018,0.7676298785983874,-0.11988611489111134,0.6792945838081278,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1,-0.2682227954619393,-0.47454519624983954,-0.4736736092984604,-0.4902797934380587,-0.5609748304808925,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
1,-0.41498817466238647,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,0.059159876663617626,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
0,1.7864925133443212,-0.47454519624983954,-0.4736736092984604,-0.36653603292675563,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
1,0.09869065253917866,-0.47454519624983954,2.0089333664952354,2.671117778445337,0.6792945838081278,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
1,0.759134858941191,0.4327933656785018,0.7676298785983874,2.059693773056521,0.6792945838081278,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0
0,-0.5617535538628337,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-0.1948401058617157,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,0.025307962938955077,-0.47454519624983954,-0.4736736092984604,-0.3997582667846179,-0.5609748304808925,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
1,-0.5617535538628337,0.4327933656785018,0.7676298785983874,-0.06451572512800753,0.6792945838081278,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
0,-1.378972702458321,6.784163299176891,2.0089333664952354,0.7519458402879414,5.64037224096421,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,0.4656041005402966,-0.47454519624983954,-0.4736736092984604,2.0825124140450755,-0.5609748304808925,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
0,2.3001713405458863,-0.47454519624983954,-0.4736736092984604,-0.5228315422126077,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,0.4656041005402966,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,-0.5609748304808925,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0
1,0.09869065253917866,0.4327933656785018,0.7676298785983874,-0.2351571990343002,0.6792945838081278,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
1,-1.0020496914641752,-0.47454519624983954,0.7676298785983874,0.5189714017894245,0.059159876663617626,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
1,-0.49788768182013904,1.340131927606843,-0.4736736092984604,-0.18029017645086096,0.6792945838081278,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
0,1.1627396517424207,-0.47454519624983954,-0.4736736092984604,-0.07458306872129913,-0.5609748304808925,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
0,0.6123694797407438,-0.47454519624983954,0.7676298785983874,2.441497778832105,0.059159876663617626,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
0,-1.0020496914641752,1.340131927606843,-0.4736736092984604,-0.2859972841804228,0.6792945838081278,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,0.1518625263786739,0.4327933656785018,-0.4736736092984604,2.042579288947925,0.059159876663617626,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
0,-0.13081019997533558,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-0.04807472666126852,0.4327933656785018,-0.4736736092984604,0.6925485130875209,0.059159876663617626,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
1,0.8325175485414146,-0.47454519624983954,-0.4736736092984604,2.059693773056521,-0.5609748304808925,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
1,1.126048306942309,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,1.126048306942309,-0.47454519624983954,-0.4736736092984604,0.06635974158478332,-0.5609748304808925,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
1,-2.0294073458673054,0.4327933656785018,0.7676298785983874,-0.12491978668775715,0.6792945838081278,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0
1,-0.41498817466238647,2.2474704895351842,2.0089333664952354,4.647001076532463,2.5396987052416584,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
0,-0.1214574162614921,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,-0.3416054850621629,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,0.4656041005402966,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1,-0.41498817466238647,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,-0.5609748304808925,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0
1,0.759134858941191,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,-0.5609748304808925,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
1,-0.21108738278058448,0.4327933656785018,-0.4736736092984604,-0.32425318983493084,0.059159876663617626,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
1,-1.956024656267082,0.4327933656785018,0.7676298785983874,-0.32828012727224753,0.6792945838081278,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
0,0.9059002381416382,-0.47454519624983954,-0.4736736092984604,-0.47400492578514347,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-0.48837086426261006,-0.47454519624983954,-0.4736736092984604,-0.4626791642426904,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,2.1674344311079246,-0.47454519624983954,-0.4736736092984604,0.05629239799149171,-0.5609748304808925,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
0,-1.0754323810643989,0.4327933656785018,0.7676298785983874,-0.5028639729296732,0.6792945838081278,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,-0.3416054850621629,0.4327933656785018,-0.4736736092984604,-0.29002422161773944,0.059159876663617626,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0.008971035775377886,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,-0.5609748304808925,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,-0.1214574162614921,-0.47454519624983954,-0.4736736092984604,-0.45714212526638004,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,-0.5617535538628337,-0.47454519624983954,0.7676298785983874,0.4589861417231558,0.059159876663617626,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
0,0.6123694797407438,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,-0.5609748304808925,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
1,-0.5562918568757255,-0.47454519624983954,-0.4736736092984604,-0.48977642625839407,-0.5609748304808925,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
1,-0.5562918568757255,-0.47454519624983954,-0.4736736092984604,-0.48977642625839407,-0.5609748304808925,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
0,0.759134858941191,0.4327933656785018,4.491540342288931,-0.08666388103324908,2.5396987052416584,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-0.04807472666126852,0.4327933656785018,-0.4736736092984604,-0.09027201697708476,0.059159876663617626,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
0,1.126048306942309,-0.47454519624983954,0.7676298785983874,-0.3573908580066095,0.059159876663617626,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0.392221410940073,-0.47454519624983954,-0.4736736092984604,-0.5064721088735089,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0.2613538672794458,0.4327933656785018,-0.4736736092984604,-0.3363340021468808,0.059159876663617626,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0,0.025307962938955077,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,2.2267886509456627,0.4327933656785018,-0.4736736092984604,0.8667135572514657,0.059159876663617626,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1,-0.5006073020074966,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,-0.5609748304808925,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1,0.4329930349338882,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,-0.5609748304808925,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
1,-0.41498817466238647,-0.47454519624983954,-0.4736736092984604,0.7469121684912956,-0.5609748304808925,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1,-0.3416054850621629,0.4327933656785018,-0.4736736092984604,0.4678796330534696,0.059159876663617626,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0
0,-0.855284312263728,0.4327933656785018,-0.4736736092984604,-0.5176307525123133,0.059159876663617626,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-0.7819016226635045,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-0.5617535538628337,-0.47454519624983954,-0.4736736092984604,2.0825124140450755,-0.5609748304808925,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
0,-1.956024656267082,2.2474704895351842,0.7676298785983874,-0.22408312108167944,1.9195639980971482,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
1,0.1384854735869661,0.4327933656785018,-0.4736736092984604,1.0060617003323709,0.059159876663617626,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1,-0.5617535538628337,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,-0.5609748304808925,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
0,-0.1948401058617157,-0.47454519624983954,2.0089333664952354,3.610064686423428,0.6792945838081278,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0
0,-0.7085189330632808,-0.47454519624983954,-0.4736736092984604,-0.5676312212027554,-0.5609748304808925,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,-0.7819016226635045,-0.47454519624983954,-0.4736736092984604,-0.4918744606632361,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,0.9059002381416382,-0.47454519624983954,-0.4736736092984604,3.9327230485884233,-0.5609748304808925,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
1,-2.102790035467529,-0.47454519624983954,2.0089333664952354,-0.33146744825388363,0.6792945838081278,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
0,0.17207334213940226,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,0.392221410940073,0.4327933656785018,-0.4736736092984604,0.39858208016340624,0.059159876663617626,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
0,-0.13081019997533558,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-0.855284312263728,-0.47454519624983954,-0.4736736092984604,0.8314778546749452,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,-2.102790035467529,4.0621476133918675,2.0089333664952354,0.2958951755118318,3.779968119530679,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
1,0.4656041005402966,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,-0.5609748304808925,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
0,-0.7078132942827995,-0.47454519624983954,-0.4736736092984604,-0.49279662933638163,-0.5609748304808925,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1,-0.9286670018639517,-0.47454519624983954,-0.4736736092984604,-0.40680540729992204,-0.5609748304808925,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
1,0.4656041005402966,0.4327933656785018,2.0089333664952354,1.7677408088510642,1.299429290952638,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
1,-0.6351362434630573,-0.47454519624983954,-0.4736736092984604,-0.49145565916975514,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-0.1214574162614921,1.340131927606843,-0.4736736092984604,-0.4888542575852486,0.6792945838081278,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,-0.48837086426261006,0.4327933656785018,-0.4736736092984604,1.6323350375212924,0.059159876663617626,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
1,-0.41498817466238647,-0.47454519624983954,2.0089333664952354,-0.312172377522981,0.6792945838081278,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
0,-0.5617535538628337,-0.47454519624983954,-0.4736736092984604,-0.49145565916975514,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0.09869065253917866,-0.47454519624983954,-0.4736736092984604,-0.4902797934380587,-0.5609748304808925,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
0,1.1994309965425325,-0.47454519624983954,-0.4736736092984604,-0.12491978668775715,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,-0.48837086426261006,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
1,-0.1214574162614921,-0.47454519624983954,-0.4736736092984604,-0.393717860628643,-0.5609748304808925,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
1,0.6857521693409674,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-0.2682227954619393,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-0.6351362434630573,0.4327933656785018,-0.4736736092984604,-0.4505983519307405,0.059159876663617626,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
0,-0.1214574162614921,0.4327933656785018,-0.4736736092984604,-0.32928686163157667,0.059159876663617626,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-0.7085189330632808,-0.47454519624983954,-0.4736736092984604,-0.47400492578514347,-0.5609748304808925,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
0,0.3188387213398495,0.4327933656785018,-0.4736736092984604,-0.22559322262067316,0.059159876663617626,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,1.5663444445436505,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,-1.956024656267082,0.4327933656785018,0.7676298785983874,-0.2708962687904854,0.6792945838081278,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
0,-0.6351362434630573,-0.47454519624983954,-0.4736736092984604,-0.4918744606632361,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-1.6485044490576972,2.2474704895351842,0.7676298785983874,-0.13565761536436197,1.9195639980971482,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
0,-0.13081019997533558,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-0.6600531609961235,-0.47454519624983954,-0.4736736092984604,-0.5103319284071769,-0.5609748304808925,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1,0.24545603173962585,0.4327933656785018,-0.4736736092984604,1.163700193253568,0.059159876663617626,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
0,0.3892721744220285,-0.47454519624983954,-0.4736736092984604,-0.6484216535389205,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1,1.0526656173420854,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0.08407392357151794,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,-0.5609748304808925,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
1,0.3188387213398495,0.4327933656785018,0.7676298785983874,0.005955680025033696,0.6792945838081278,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
1,-0.855284312263728,-0.47454519624983954,2.0089333664952354,-0.3866707201133388,0.6792945838081278,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
0,0.025307962938955077,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,-1.4423458290655167,-0.47454519624983954,2.0089333664952354,-0.1621689579829361,0.6792945838081278,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
0,-0.13081019997533558,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,-0.5609748304808925,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,-0.6351362434630573,-0.47454519624983954,-0.4736736092984604,-0.49271407711891657,-0.5609748304808925,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0,-0.04807472666126852,-0.47454519624983954,-0.4736736092984604,-0.4898609919445778,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-0.1214574162614921,0.4327933656785018,0.7676298785983874,-0.35848215805212236,0.6792945838081278,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
0,-0.855284312263728,0.4327933656785018,0.7676298785983874,-0.2414492887801075,0.6792945838081278,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-0.005730370763946014,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,-0.1214574162614921,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,0.059159876663617626,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
1,-0.7819016226635045,-0.47454519624983954,-0.4736736092984604,-0.12491978668775715,-0.5609748304808925,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
0,0.4329930349338882,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,-0.5609748304808925,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1,0.17207334213940226,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,-0.5609748304808925,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,-0.1214574162614921,-0.47454519624983954,-0.4736736092984604,-0.11384570873513637,-0.5609748304808925,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
1,-0.21108738278058448,0.4327933656785018,-0.4736736092984604,-0.32425318983493084,0.059159876663617626,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
1,0.9059002381416382,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,0.059159876663617626,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
0,-0.9286670018639517,-0.47454519624983954,-0.4736736092984604,-0.5049620073345151,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,1.4929617549434269,0.4327933656785018,-0.4736736092984604,0.4771073601910807,0.059159876663617626,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
1,-1.1488150706646223,0.4327933656785018,2.0089333664952354,1.7677408088510642,1.299429290952638,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
0,-0.6351362434630573,1.340131927606843,2.0089333664952354,0.04370821849987721,1.9195639980971482,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
1,-0.41498817466238647,1.340131927606843,3.250236854392083,-0.2708962687904854,2.5396987052416584,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
0,2.520319409346557,0.4327933656785018,4.491540342288931,4.647001076532463,2.5396987052416584,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
0,0.09869065253917866,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1,1.126048306942309,0.4327933656785018,0.7676298785983874,-0.11988611489111134,0.6792945838081278,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
0,-0.7085189330632808,-0.47454519624983954,-0.4736736092984604,-0.45714212526638004,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-0.3416054850621629,0.4327933656785018,-0.4736736092984604,-0.4918744606632361,0.059159876663617626,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,-0.1214574162614921,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,-0.5609748304808925,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
1,-0.4244145507338161,-0.47454519624983954,-0.4736736092984604,-0.48507900373776425,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,-1.8826419666668583,-0.47454519624983954,2.0089333664952354,0.9997696105865636,0.6792945838081278,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0
1,-1.222197760264846,-0.47454519624983954,0.7676298785983874,-0.255795253400548,0.059159876663617626,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
1,0.3188387213398495,-0.47454519624983954,-0.4736736092984604,-0.11384570873513637,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
1,-1.8092592770666347,1.340131927606843,0.7676298785983874,-0.26066180729354516,1.299429290952638,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
1,1.6397271341438742,-0.47454519624983954,-0.4736736092984604,-0.034313694348132716,-0.5609748304808925,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0
0,0.4656041005402966,0.4327933656785018,2.0089333664952354,-0.08968408411123653,1.299429290952638,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,-0.3138790588415447,0.4327933656785018,-0.4736736092984604,-0.2463983948905696,0.059159876663617626,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0.025307962938955077,-0.47454519624983954,-0.4736736092984604,-0.08968408411123653,-0.5609748304808925,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1,1.4195790653432034,0.4327933656785018,-0.4736736092984604,1.145663540471827,0.059159876663617626,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0
0,0.08407392357151794,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,-0.04807472666126852,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,-0.5609748304808925,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,2.5937020989467805,-0.47454519624983954,-0.4736736092984604,-0.11384570873513637,-0.5609748304808925,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
1,1.109179169969308,0.4327933656785018,-0.4736736092984604,0.395813560675251,0.059159876663617626,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0
1,1.4929617549434269,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,-0.5609748304808925,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
0,0.4329930349338882,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,-0.5609748304808925,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1,1.3461963757429798,-0.47454519624983954,-0.4736736092984604,-0.11384570873513637,-0.5609748304808925,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
0,0.3188387213398495,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,1.2728136861427561,-0.47454519624983954,-0.4736736092984604,0.12676380314453292,-0.5609748304808925,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
0,1.3461963757429798,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,0.08407392357151794,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0.6123694797407438,-0.47454519624983954,-0.4736736092984604,-0.5064721088735089,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0.3892721744220285,-0.47454519624983954,-0.4736736092984604,-0.6484216535389205,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,1.9332578925447685,-0.47454519624983954,-0.4736736092984604,-0.11384570873513637,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
0,-0.7078132942827995,-0.47454519624983954,-0.4736736092984604,-0.4928811950225652,-0.5609748304808925,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
